"","date","Award Reviews","Change of Circ","New Cases"
"1",2020-04-01,818.26501295711,818.26501295711,818.26501295711
"2",2020-05-01,1105.5629067113,1105.5629067113,1105.5629067113
"3",2020-06-01,751.120294011755,751.120294011755,751.120294011755
"4",2020-07-01,1153.09546384489,1153.09546384489,1153.09546384489
"5",2020-08-01,1101.19274299626,1101.19274299626,1101.19274299626
"6",2020-09-01,931.587701655789,931.587701655789,931.587701655789
"7",2020-10-01,917.629207347618,917.629207347618,917.629207347618
"8",2020-11-01,1080.90821669258,1080.90821669258,1080.90821669258
"9",2020-12-01,1077.97964454081,1077.97964454081,1077.97964454081
"10",2021-01-01,973.324278159146,973.324278159146,973.324278159146
"11",2021-02-01,854.377330644507,854.377330644507,854.377330644507
"12",2021-03-01,1397.18617689134,1397.18617689134,1397.18617689134
"13",2021-04-01,1120.24821359287,1120.24821359287,1120.24821359287
"14",2021-05-01,1093.9143819777,1093.9143819777,1093.9143819777
"15",2021-06-01,1342.23859528592,1342.23859528592,1342.23859528592
"16",2021-07-01,1498.95371412619,1498.95371412619,1498.95371412619
"17",2021-08-01,925.324650789457,925.324650789457,925.324650789457
"18",2021-09-01,1085.1232835697,1316.69047540613,3265.32275126906
"19",2021-10-01,760.96622054466,992.808074706486,3020.13911743153
"20",2021-11-01,1178.72790586156,1410.83556227377,3358.46997477184
"21",2021-12-01,1532.72082868901,1764.58643012977,3842.88654034811
"22",2022-01-01,1057.81767738138,1289.44122385068,3368.18824178346
"23",2022-02-01,1230.61498123522,1462.01989740774,3298.61620722007
"24",2022-03-01,1246.43813684227,1478.10093554172,3515.30599292063
"25",2022-04-01,1334.77744512922,1566.68980756441,3523.92036362837
"26",2022-05-01,1075.25935699882,1307.42960196094,3343.69775790755
"27",2022-06-01,1260.95416856102,1493.66590174479,3473.03125976529
"28",2022-07-01,1313.99986185231,1547.27113286513,3605.90416541502
"29",2022-08-01,1345.98118753924,1579.81199638111,3637.41195049093
"30",2022-09-01,1133.78064002005,1367.89680846025,3383.61976377654
"31",2022-10-01,1280.31541630752,1514.72645633267,3611.50409508729
"32",2022-11-01,1361.98412826028,1596.68052788377,3611.3321984815
"33",2022-12-01,1150.03066631445,1384.64535761098,3529.86803031261
"34",2023-01-01,1003.0878352374,1237.62081820697,3382.99434953973
"35",2023-02-01,1069.61403591942,1304.07321781949,3200.06107165106
"36",2023-03-01,918.209759510093,1152.92663867668,3254.21500053626
"37",2023-04-01,1268.43336484909,1503.39962846715,3522.46472087406
"38",2023-05-01,1315.06714285843,1550.29110374302,3650.64323723157
"39",2023-06-01,916.217488608003,1152.00952943262,3193.3079995127
"40",2023-07-01,890.958723615028,1127.33778037767,3250.10720212657
"41",2023-08-01,1358.79952368072,1595.76559638139,3717.45120667364
"42",2023-09-01,1177.05209078876,1414.31410757903,3492.4739352632
"43",2023-10-01,1252.53874179407,1490.10656747693,3651.57572074974
"44",2023-11-01,1126.5769014019,1364.44067117436,3441.48947829857
"45",2023-12-01,889.426340230174,1127.35195458879,3306.37629440125
"46",2024-01-01,1322.42850142979,1560.41596037456,3739.32611611353
"47",2024-02-01,933.016245992881,1171.0615595505,3180.94180150476
"48",2024-03-01,1174.92996516421,1413.26236390815,3575.9325244709
"49",2024-04-01,1153.23744317284,1391.84766629063,3470.0466564298
"50",2024-05-01,1269.89358329813,1508.79089160224,3670.41805586178
"51",2024-06-01,1071.85382859445,1311.33705926961,3410.8930993735
"52",2024-07-01,1287.26828973068,1527.3569735226,3710.51901256073
"53",2024-08-01,1001.40847111787,1242.10260802655,3424.14679492149
"54",2024-09-01,1151.11635559247,1392.13098165428,3528.51361548256
"55",2024-10-01,1179.85096048335,1421.19675867006,3643.01359890693
"56",2024-11-01,1605.19442782543,1846.86071516526,3982.04018241282
"57",2024-12-01,1231.20299474503,1472.98072061172,3738.36024926426
"58",2025-01-01,1238.0538720395,1479.94303643302,3745.11681538734
"59",2025-02-01,1237.33945045238,1479.32926899919,3481.88733570611
"60",2025-03-01,1013.58417887746,1255.86496521403,3472.96958444406
